Folder name, Region name Russian, Region name English, Date, Extract Date, Infected, Recovered, Deceased, First jab, Second jab, Immunity pct
RU-KC,Карачаево-Черкесская Республика,Karachaevo-Cherkess republic,24.12.2021,2021-12-25,31787,27902,901,165794,158576,38.3
RU-TY,Республика Тыва,Tyva republic,24.12.2021,2021-12-25,31465,29048,317,168818,155256,76.9
RU-CE,Чеченская Республика,Chechen republic,24.12.2021,2021-12-25,30459,28549,908,699256,624359,65.5
RU-SE,Республика Северная Осетия — Алания,North osetia republic - Alania,24.12.2021,2021-12-25,30440,27740,922,294984,286445,46.9
RU-ME,Республика Марий Эл,Mari El republic,24.12.2021,2021-12-25,28991,25156,920,352453,335608,55.9
RU-IN,Республика Ингушетия,Ingushetia republic,24.12.2021,2021-12-25,28127,26268,467,218333,200182,56.3
RU-AD,Республика Адыгея,Adigey republic,24.12.2021,2021-12-25,26677,21991,716,188309,178954,47.4
RU-GA,Республика Алтай,Altai republic,24.12.2021,2021-12-25,25111,22952,502,103709,96557,58.3
RU-KAM,Камчатский край,Kamchatka crai,24.12.2021,2021-12-25,23570,17999,504,142996,132923,42.9
RU-MAG,Магаданская область,Magadan oblast,24.12.2021,2021-12-25,13526,12662,342,78450,72810,60.0
RU-YEV,Еврейская автономная область,Jewish autonomous region,24.12.2021,2021-12-25,11401,10435,403,70304,63801,57.4
RU-NEN,Ненецкий автономный округ,Nynen autonomous region,24.12.2021,2021-12-25,3465,3247,85,23080,22162,69.3
RU-CHU,Чукотский автономный округ,Chukotka autonomous region,24.12.2021,2021-12-25,2947,2681,32,36589,34673,80.3
RU-MOW,Москва,Moscow,24.12.2021,2021-12-26,2017422,1852320,36349,6670105,6268959,72.0
RU-SPE,Санкт-Петербург,Saint-Petersburg,24.12.2021,2021-12-26,841834,785762,27681,3221071,2993983,79.6
RU-MOS,Московская область,Moscow oblast,24.12.2021,2021-12-26,633173,578604,11813,4755954,4532613,76.6
RU-NIZ,Нижегородская область,Nijegorodsk oblast,24.12.2021,2021-12-26,229324,205319,9652,1753011,1659853,60.5
RU-SAM,Самарская область,Samara oblast,24.12.2021,2021-12-26,197413,149563,6168,1943779,1844037,65.6
RU-SVE,Свердловская область,Sverdlovsk oblast,24.12.2021,2021-12-26,195399,168348,9239,2504243,2322151,56.6
RU-VOR,Воронежская область,Voronej oblast,24.12.2021,2021-12-26,192088,144415,6752,1304806,1246861,57.4
RU-ROS,Ростовская область,Rostov oblast,24.12.2021,2021-12-26,191144,169628,9466,2415239,2282657,58.6
RU-KYA,Красноярский край,Krasnoyarsk krai,24.12.2021,2021-12-26,169908,153650,8393,1443555,1333406,58.1
RU-PER,Пермский край,Perm krai,24.12.2021,2021-12-26,157198,138049,7352,1258365,1175523,60.0
RU-IRK,Иркутская область,Irkutsk oblast,24.12.2021,2021-12-26,153509,126074,6816,1205363,1101394,52.9
RU-CHE,Челябинская область,Chelyabinsk oblast,24.12.2021,2021-12-26,142153,133669,5868,1742074,1640970,55.5
RU-SAR,Саратовская область,Saratov oblast,24.12.2021,2021-12-26,131244,117855,4978,1251426,1177512,53.9
RU-OMS,Омская область,Omsk oblast,24.12.2021,2021-12-26,128098,110140,3107,1002516,932325,61.6
RU-VGG,Волгоградская область,Volgograd oblast,24.12.2021,2021-12-26,127522,116875,5414,1426065,1346126,59.4
RU-CR,Республика Крым,Crimean republic,24.12.2021,2021-12-26,126204,117288,4205,1048792,985887,68.4
RU-STA,Ставропольский край,Stavropol crai,24.12.2021,2021-12-26,124093,98150,5955,1202628,1130713,43.6
RU-KHA,Хабаровский край,Khabarovsk crai,24.12.2021,2021-12-26,122487,108869,1207,673097,608361,65.0
RU-ARK,Архангельская область,Arkhangel oblast,24.12.2021,2021-12-26,121851,111704,1495,570614,539563,69.1
RU-BA,Республика Башкортостан,Bashkortostan republic,24.12.2021,2021-12-26,119941,109090,4275,2159643,1996806,57.0
RU-ULY,Ульяновская область,Ulyanovsk oblast,24.12.2021,2021-12-26,119151,113500,3693,618335,585030,67.5
RU-ALT,Алтайский край,Altai crai,24.12.2021,2021-12-26,116730,95410,6428,1086967,1018119,49.7
RU-KDA,Краснодарский край,Krasnodar crai,24.12.2021,2021-12-26,115921,93439,9630,3152741,2929127,51.2
RU-ORE,Оренбургская область,Orengburg oblast,24.12.2021,2021-12-26,107092,93431,3402,1006850,952242,59.3
RU-PNZ,Пензенская область,Penzensk oblast,24.12.2021,2021-12-26,100215,79063,4571,798072,755824,66.3
RU-LEN,Ленинградская область,Leningrad oblast,24.12.2021,2021-12-26,99548,82979,2974,931139,867182,49.6
RU-PRI,Приморский край,Primorsk crai,24.12.2021,2021-12-26,99438,83262,1518,1022555,947714,54.9
RU-VLG,Вологодская область,Vologodsk oblast,24.12.2021,2021-12-26,98628,89108,2903,564890,521037,61.6
RU-TVE,Тверская область,Tver oblast,24.12.2021,2021-12-26,97043,86477,2314,595404,566825,59.9
RU-KO,Республика Коми,Komi republic,24.12.2021,2021-12-26,96204,80221,2562,388061,364784,64.4
RU-BRY,Брянская область,Bryansk oblast,24.12.2021,2021-12-26,95265,90270,2796,590574,559996,63.5
RU-ZAB,Забайкальский край,Zabaikal crai,24.12.2021,2021-12-26,94982,83203,1788,620042,567644,69.0
RU-KHM,Ханты-Мансийский АО,Khanti-mansisk autonomous region,24.12.2021,2021-12-26,94847,88148,1946,924778,873722,58.6
RU-NVS,Новосибирская область,Novosibirsk oblast,24.12.2021,2021-12-26,92439,62788,4151,1460976,1354828,45.0
RU-MUR,Мурманская область,Murmansk oblast,24.12.2021,2021-12-26,90908,73421,2737,506078,480715,73.7
RU-KR,Республика Карелия,Karelia republic,24.12.2021,2021-12-26,88854,84273,1173,335530,316921,78.9
RU-TYU,Тюменская область,Tyumen oblast,24.12.2021,2021-12-26,88432,75147,3302,976680,915153,68.3
RU-YAR,Ярославская область,Yaroslav oblast,24.12.2021,2021-12-26,84118,72116,1806,575637,544422,51.6
RU-SMO,Смоленская область,Smolensk oblast,24.12.2021,2021-12-26,83877,68129,2324,426788,404848,60.2
RU-KEM,Кемеровская область,Kemerov oblast,24.12.2021,2021-12-26,82947,74542,1685,1245489,1154195,46.6
RU-LIP,Липецкая область,Lipetsk oblast,24.12.2021,2021-12-26,82908,76450,2735,687377,660308,74.4
RU-KRS,Курская область,Kursk oblast,24.12.2021,2021-12-26,81294,72492,1988,624042,597846,64.3
RU-KGD,Калининградская область,Kaliningrad oblast,24.12.2021,2021-12-26,81066,77511,1225,598829,570500,72.9
RU-BEL,Белгородская область,Belgorod oblast,24.12.2021,2021-12-26,80359,71048,1708,1119739,1074332,71.1
RU-AST,Астраханская область,Astrahan oblast,24.12.2021,2021-12-26,80000,71589,2358,511846,478467,63.7
RU-VLA,Владимирская область,Vladimir oblast,24.12.2021,2021-12-26,79797,63171,2906,576835,547054,47.0
RU-UD,Удмуртская Республика,Udmurt republic,24.12.2021,2021-12-26,78586,67158,3211,737082,688960,57.9
RU-KIR,Кировская область,Kirov oblast,24.12.2021,2021-12-26,77655,66269,736,696964,658192,53.6
RU-SA,Республика Саха (Якутия),Saha (Yakutia) republic,24.12.2021,2021-12-26,75441,71318,1770,514530,479376,63.1
RU-BU,Республика Бурятия,Buryatia republic,24.12.2021,2021-12-26,75171,69617,2372,564426,514354,67.2
RU-TUL,Тульская область,Tulsk oblast,24.12.2021,2021-12-26,73848,65115,4183,820750,783435,55.8
RU-PSK,Псковская область,Psokv oblast,24.12.2021,2021-12-26,70365,64539,1225,291335,273832,66.3
RU-ORL,Орловская область,Orlovsk oblast,24.12.2021,2021-12-26,69418,62069,1455,417459,392975,66.5
RU-IVA,Ивановская область,Ivanovsk oblast,24.12.2021,2021-12-26,66969,58039,2443,457864,433916,46.8
RU-DA,Республика Дагестан,Dagestan republic,24.12.2021,2021-12-26,65179,59826,3156,735215,677968,28.8
RU-NGR,Новгородская область,Novgorod oblast,24.12.2021,2021-12-26,64423,59270,744,291153,275150,66.0
RU-KLU,Калужская область,Kaluj oblast,24.12.2021,2021-12-26,64179,60056,1179,549804,511420,58.5
RU-YAN,Ямало-Ненецкий автономный округ,Yamalo-nenetski autonomous region,24.12.2021,2021-12-26,61458,55968,946,284888,272858,61.5
RU-TOM,Томская область,Tomsk oblast,24.12.2021,2021-12-26,60971,46807,666,521614,482120,46.1
RU-RYA,Рязанская область,Ryazan oblast,24.12.2021,2021-12-26,60632,55818,2436,550817,513826,53.4
RU-TAM,Тамбовская область,Tambovsk oblast,24.12.2021,2021-12-26,59891,56122,1659,540510,511920,56.5
RU-KK,Республика Хакасия,Khakasia republic,24.12.2021,2021-12-26,53221,49900,1920,255166,238693,71.1
RU-AMU,Амурская область,Amur oblast,24.12.2021,2021-12-26,52987,42564,596,460546,427027,60.8
RU-SEV,Севастополь,Sevastopol,24.12.2021,2021-12-26,52373,49371,1822,339967,321477,90.2
RU-KGN,Курганская область,Kurgan oblast,24.12.2021,2021-12-26,49616,44159,982,476177,447797,65.0
RU-KOS,Костромская область,Kostrom oblast,24.12.2021,2021-12-26,48373,44978,1087,322626,309623,65.7
RU-CU,Республика Чувашия,Chuvash republic,24.12.2021,2021-12-26,46095,40246,3771,585579,547528,48.7
RU-TT,Республика Татарстан,Tatarstan republic,24.12.2021,2021-12-26,42162,35691,1405,2239292,2123524,54.8
RU-KB,Кабардино-Балкарская Республика,Kabardino-balkar republic,24.12.2021,2021-12-26,41407,37505,1395,267774,252852,40.0
RU-SAK,Сахалинская область,Sahalinsk oblast,24.12.2021,2021-12-26,41394,39632,514,266592,251940,60.5
RU-MO,Республика Мордовия,Mordovia republic,24.12.2021,2021-12-26,39929,33759,1002,514484,496444,62.0
RU-KL,Республика Калмыкия,Kalmik republic,24.12.2021,2021-12-26,33913,32349,724,132618,128204,64.4
RU-KC,Карачаево-Черкесская Республика,Karachaevo-Cherkess republic,24.12.2021,2021-12-26,31853,27990,901,165794,158576,38.3
RU-TY,Республика Тыва,Tyva republic,24.12.2021,2021-12-26,31480,29210,317,168818,155256,76.9
RU-CE,Чеченская Республика,Chechen republic,24.12.2021,2021-12-26,30531,28624,914,699256,624359,65.5
RU-SE,Республика Северная Осетия — Алания,North osetia republic - Alania,24.12.2021,2021-12-26,30517,27854,929,294984,286445,46.9
RU-ME,Республика Марий Эл,Mari El republic,24.12.2021,2021-12-26,29062,25525,920,352453,335608,55.9
RU-IN,Республика Ингушетия,Ingushetia republic,24.12.2021,2021-12-26,28205,26333,470,218333,200182,56.3
RU-AD,Республика Адыгея,Adigey republic,24.12.2021,2021-12-26,26766,22076,718,188309,178954,47.4
RU-GA,Республика Алтай,Altai republic,24.12.2021,2021-12-26,25149,22982,504,103709,96557,58.3
RU-KAM,Камчатский край,Kamchatka crai,24.12.2021,2021-12-26,23610,18054,505,142996,132923,42.9
RU-MAG,Магаданская область,Magadan oblast,24.12.2021,2021-12-26,13551,12693,343,78450,72810,60.0
RU-YEV,Еврейская автономная область,Jewish autonomous region,24.12.2021,2021-12-26,11428,10494,404,70304,63801,57.4
RU-NEN,Ненецкий автономный округ,Nynen autonomous region,24.12.2021,2021-12-26,3473,3260,85,23080,22162,69.3
RU-CHU,Чукотский автономный округ,Chukotka autonomous region,24.12.2021,2021-12-26,2950,2686,33,36589,34673,80.3
RU-MOW,Москва,Moscow,24.12.2021,2021-12-27,2019602,1855083,36420,6670105,6268959,72.0
RU-SPE,Санкт-Петербург,Saint-Petersburg,24.12.2021,2021-12-27,843685,786647,27745,3221071,2993983,79.6
RU-MOS,Московская область,Moscow oblast,24.12.2021,2021-12-27,634738,581598,11865,4755954,4532613,76.6
RU-NIZ,Нижегородская область,Nijegorodsk oblast,24.12.2021,2021-12-27,229712,206240,9677,1753011,1659853,60.5
RU-SAM,Самарская область,Samara oblast,24.12.2021,2021-12-27,197911,150752,6184,1943779,1844037,65.6
RU-SVE,Свердловская область,Sverdlovsk oblast,24.12.2021,2021-12-27,195963,168837,9268,2504243,2322151,56.6
RU-VOR,Воронежская область,Voronej oblast,24.12.2021,2021-12-27,192487,145649,6788,1304806,1246861,57.4
RU-ROS,Ростовская область,Rostov oblast,24.12.2021,2021-12-27,191662,170361,9488,2415239,2282657,58.6
RU-KYA,Красноярский край,Krasnoyarsk krai,24.12.2021,2021-12-27,170439,154260,8431,1443555,1333406,58.1
RU-PER,Пермский край,Perm krai,24.12.2021,2021-12-27,157743,138849,7374,1258365,1175523,60.0
RU-IRK,Иркутская область,Irkutsk oblast,24.12.2021,2021-12-27,154055,127181,6837,1205363,1101394,52.9
RU-CHE,Челябинская область,Chelyabinsk oblast,24.12.2021,2021-12-27,142681,134201,5896,1742074,1640970,55.5
RU-SAR,Саратовская область,Saratov oblast,24.12.2021,2021-12-27,131555,118364,4989,1251426,1177512,53.9
RU-OMS,Омская область,Omsk oblast,24.12.2021,2021-12-27,128494,111256,3117,1002516,932325,61.6
RU-VGG,Волгоградская область,Volgograd oblast,24.12.2021,2021-12-27,127816,117189,5433,1426065,1346126,59.4
RU-CR,Республика Крым,Crimean republic,24.12.2021,2021-12-27,126321,117453,4229,1048792,985887,68.4
RU-STA,Ставропольский край,Stavropol crai,24.12.2021,2021-12-27,124417,98984,5977,1202628,1130713,43.6
RU-KHA,Хабаровский край,Khabarovsk crai,24.12.2021,2021-12-27,122939,109440,1212,673097,608361,65.0
RU-ARK,Архангельская область,Arkhangel oblast,24.12.2021,2021-12-27,122128,111972,1497,570614,539563,69.1
RU-BA,Республика Башкортостан,Bashkortostan republic,24.12.2021,2021-12-27,120289,109489,4297,2159643,1996806,57.0
RU-ULY,Ульяновская область,Ulyanovsk oblast,24.12.2021,2021-12-27,119422,113625,3708,618335,585030,67.5
RU-ALT,Алтайский край,Altai crai,24.12.2021,2021-12-27,117198,95920,6454,1086967,1018119,49.7
RU-KDA,Краснодарский край,Krasnodar crai,24.12.2021,2021-12-27,116491,94038,9654,3152741,2929127,51.2
RU-ORE,Оренбургская область,Orengburg oblast,24.12.2021,2021-12-27,107258,93799,3412,1006850,952242,59.3
RU-PNZ,Пензенская область,Penzensk oblast,24.12.2021,2021-12-27,100500,79711,4579,798072,755824,66.3
RU-LEN,Ленинградская область,Leningrad oblast,24.12.2021,2021-12-27,99894,83546,2978,931139,867182,49.6
RU-PRI,Приморский край,Primorsk crai,24.12.2021,2021-12-27,99882,83762,1523,1022555,947714,54.9
RU-VLG,Вологодская область,Vologodsk oblast,24.12.2021,2021-12-27,98898,89458,2913,564890,521037,61.6
RU-TVE,Тверская область,Tver oblast,24.12.2021,2021-12-27,97335,86866,2314,595404,566825,59.9
RU-KO,Республика Коми,Komi republic,24.12.2021,2021-12-27,96395,80355,2572,388061,364784,64.4
RU-BRY,Брянская область,Bryansk oblast,24.12.2021,2021-12-27,95468,90587,2812,590574,559996,63.5
RU-ZAB,Забайкальский край,Zabaikal crai,24.12.2021,2021-12-27,95185,83499,1797,620042,567644,69.0
RU-KHM,Ханты-Мансийский АО,Khanti-mansisk autonomous region,24.12.2021,2021-12-27,95033,88344,1951,924778,873722,58.6
RU-NVS,Новосибирская область,Novosibirsk oblast,24.12.2021,2021-12-27,92808,63041,4166,1460976,1354828,45.0
RU-MUR,Мурманская область,Murmansk oblast,24.12.2021,2021-12-27,91076,73664,2745,506078,480715,73.7
RU-KR,Республика Карелия,Karelia republic,24.12.2021,2021-12-27,89057,84482,1177,335530,316921,78.9
RU-TYU,Тюменская область,Tyumen oblast,24.12.2021,2021-12-27,88720,76039,3313,976680,915153,68.3
RU-YAR,Ярославская область,Yaroslav oblast,24.12.2021,2021-12-27,84371,72768,1819,575637,544422,51.6
RU-SMO,Смоленская область,Smolensk oblast,24.12.2021,2021-12-27,84084,68773,2330,426788,404848,60.2
RU-KEM,Кемеровская область,Kemerov oblast,24.12.2021,2021-12-27,83289,74828,1691,1245489,1154195,46.6
RU-LIP,Липецкая область,Lipetsk oblast,24.12.2021,2021-12-27,83133,76521,2748,687377,660308,74.4
RU-KRS,Курская область,Kursk oblast,24.12.2021,2021-12-27,81445,73184,1996,624042,597846,64.3
RU-KGD,Калининградская область,Kaliningrad oblast,24.12.2021,2021-12-27,81252,77709,1228,598829,570500,72.9
RU-BEL,Белгородская область,Belgorod oblast,24.12.2021,2021-12-27,80570,71158,1713,1119739,1074332,71.1
RU-AST,Астраханская область,Astrahan oblast,24.12.2021,2021-12-27,80222,71954,2366,511846,478467,63.7
RU-VLA,Владимирская область,Vladimir oblast,24.12.2021,2021-12-27,80055,63853,2907,576835,547054,47.0
RU-UD,Удмуртская Республика,Udmurt republic,24.12.2021,2021-12-27,78670,67283,3218,737082,688960,57.9
RU-KIR,Кировская область,Kirov oblast,24.12.2021,2021-12-27,77870,66520,739,696964,658192,53.6
RU-SA,Республика Саха (Якутия),Saha (Yakutia) republic,24.12.2021,2021-12-27,75551,71583,1773,514530,479376,63.1
RU-BU,Республика Бурятия,Buryatia republic,24.12.2021,2021-12-27,75362,69908,2381,564426,514354,67.2
RU-TUL,Тульская область,Tulsk oblast,24.12.2021,2021-12-27,74073,65331,4194,820750,783435,55.8
RU-PSK,Псковская область,Psokv oblast,24.12.2021,2021-12-27,70520,65145,1231,291335,273832,66.3
RU-ORL,Орловская область,Orlovsk oblast,24.12.2021,2021-12-27,69602,62873,1463,417459,392975,66.5
RU-IVA,Ивановская область,Ivanovsk oblast,24.12.2021,2021-12-27,67148,58404,2452,457864,433916,46.8
RU-DA,Республика Дагестан,Dagestan republic,24.12.2021,2021-12-27,65305,59935,3166,735215,677968,28.8
RU-NGR,Новгородская область,Novgorod oblast,24.12.2021,2021-12-27,64572,59993,746,291153,275150,66.0
RU-KLU,Калужская область,Kaluj oblast,24.12.2021,2021-12-27,64370,60197,1184,549804,511420,58.5
RU-YAN,Ямало-Ненецкий автономный округ,Yamalo-nenetski autonomous region,24.12.2021,2021-12-27,61556,56146,948,284888,272858,61.5
RU-TOM,Томская область,Tomsk oblast,24.12.2021,2021-12-27,61112,47159,666,521614,482120,46.1
RU-RYA,Рязанская область,Ryazan oblast,24.12.2021,2021-12-27,60792,56019,2446,550817,513826,53.4
RU-TAM,Тамбовская область,Tambovsk oblast,24.12.2021,2021-12-27,60092,56220,1668,540510,511920,56.5
RU-KK,Республика Хакасия,Khakasia republic,24.12.2021,2021-12-27,53330,49978,1931,255166,238693,71.1
RU-AMU,Амурская область,Amur oblast,24.12.2021,2021-12-27,53227,43086,600,460546,427027,60.8
RU-SEV,Севастополь,Sevastopol,24.12.2021,2021-12-27,52434,49444,1824,339967,321477,90.2
RU-KGN,Курганская область,Kurgan oblast,24.12.2021,2021-12-27,49774,44835,987,476177,447797,65.0
RU-KOS,Костромская область,Kostrom oblast,24.12.2021,2021-12-27,48433,45672,1092,322626,309623,65.7
RU-CU,Республика Чувашия,Chuvash republic,24.12.2021,2021-12-27,46173,40305,3791,585579,547528,48.7
RU-TT,Республика Татарстан,Tatarstan republic,24.12.2021,2021-12-27,42260,35865,1410,2239292,2123524,54.8
RU-SAK,Сахалинская область,Sahalinsk oblast,24.12.2021,2021-12-27,41529,39772,516,266592,251940,60.5
RU-KB,Кабардино-Балкарская Республика,Kabardino-balkar republic,24.12.2021,2021-12-27,41502,37587,1403,267774,252852,40.0
RU-MO,Республика Мордовия,Mordovia republic,24.12.2021,2021-12-27,40014,33914,1006,514484,496444,62.0
RU-KL,Республика Калмыкия,Kalmik republic,24.12.2021,2021-12-27,33928,32367,724,132618,128204,64.4
RU-KC,Карачаево-Черкесская Республика,Karachaevo-Cherkess republic,24.12.2021,2021-12-27,31921,28076,901,165794,158576,38.3
RU-TY,Республика Тыва,Tyva republic,24.12.2021,2021-12-27,31493,29377,317,168818,155256,76.9
RU-CE,Чеченская Республика,Chechen republic,24.12.2021,2021-12-27,30601,28699,919,699256,624359,65.5
RU-SE,Республика Северная Осетия — Алания,North osetia republic - Alania,24.12.2021,2021-12-27,30593,27966,935,294984,286445,46.9
RU-ME,Республика Марий Эл,Mari El republic,24.12.2021,2021-12-27,29119,25913,923,352453,335608,55.9
RU-IN,Республика Ингушетия,Ingushetia republic,24.12.2021,2021-12-27,28286,26411,473,218333,200182,56.3
RU-AD,Республика Адыгея,Adigey republic,24.12.2021,2021-12-27,26852,22145,721,188309,178954,47.4
RU-GA,Республика Алтай,Altai republic,24.12.2021,2021-12-27,25181,23010,505,103709,96557,58.3
RU-KAM,Камчатский край,Kamchatka crai,24.12.2021,2021-12-27,23639,18111,505,142996,132923,42.9
RU-MAG,Магаданская область,Magadan oblast,24.12.2021,2021-12-27,13574,12727,345,78450,72810,60.0
RU-YEV,Еврейская автономная область,Jewish autonomous region,24.12.2021,2021-12-27,11451,10549,407,70304,63801,57.4
RU-NEN,Ненецкий автономный округ,Nynen autonomous region,24.12.2021,2021-12-27,3480,3267,85,23080,22162,69.3
RU-CHU,Чукотский автономный округ,Chukotka autonomous region,24.12.2021,2021-12-27,2953,2690,33,36589,34673,80.3
RU-MOW,Москва,Moscow,24.12.2021,2021-12-28,2021841,1857711,36488,6670105,6268959,72.0
RU-SPE,Санкт-Петербург,Saint-Petersburg,24.12.2021,2021-12-28,845519,787548,27805,3221071,2993983,79.6
RU-MOS,Московская область,Moscow oblast,24.12.2021,2021-12-28,636354,584110,11917,4755954,4532613,76.6
RU-NIZ,Нижегородская область,Nijegorodsk oblast,24.12.2021,2021-12-28,230027,207164,9701,1753011,1659853,60.5
RU-SAM,Самарская область,Samara oblast,24.12.2021,2021-12-28,198389,152019,6200,1943779,1844037,65.6
RU-SVE,Свердловская область,Sverdlovsk oblast,24.12.2021,2021-12-28,196517,169315,9298,2504243,2322151,56.6
RU-VOR,Воронежская область,Voronej oblast,24.12.2021,2021-12-28,192867,146906,6826,1304806,1246861,57.4
RU-ROS,Ростовская область,Rostov oblast,24.12.2021,2021-12-28,192156,170872,9508,2415239,2282657,58.6
RU-KYA,Красноярский край,Krasnoyarsk krai,24.12.2021,2021-12-28,170938,154860,8470,1443555,1333406,58.1
RU-PER,Пермский край,Perm krai,24.12.2021,2021-12-28,158272,139645,7388,1258365,1175523,60.0
RU-IRK,Иркутская область,Irkutsk oblast,24.12.2021,2021-12-28,154592,128044,6855,1205363,1101394,52.9
RU-CHE,Челябинская область,Chelyabinsk oblast,24.12.2021,2021-12-28,143200,134709,5925,1742074,1640970,55.5
RU-SAR,Саратовская область,Saratov oblast,24.12.2021,2021-12-28,131858,118465,4999,1251426,1177512,53.9
RU-OMS,Омская область,Omsk oblast,24.12.2021,2021-12-28,128874,111669,3129,1002516,932325,61.6
RU-VGG,Волгоградская область,Volgograd oblast,24.12.2021,2021-12-28,128104,117486,5453,1426065,1346126,59.4
RU-CR,Республика Крым,Crimean republic,24.12.2021,2021-12-28,126436,117560,4252,1048792,985887,68.4
RU-STA,Ставропольский край,Stavropol crai,24.12.2021,2021-12-28,124733,99615,5998,1202628,1130713,43.6
RU-KHA,Хабаровский край,Khabarovsk crai,24.12.2021,2021-12-28,123389,109973,1217,673097,608361,65.0
RU-ARK,Архангельская область,Arkhangel oblast,24.12.2021,2021-12-28,122402,112093,1497,570614,539563,69.1
RU-BA,Республика Башкортостан,Bashkortostan republic,24.12.2021,2021-12-28,120610,109883,4317,2159643,1996806,57.0
RU-ULY,Ульяновская область,Ulyanovsk oblast,24.12.2021,2021-12-28,119688,113735,3722,618335,585030,67.5
RU-ALT,Алтайский край,Altai crai,24.12.2021,2021-12-28,117657,96547,6478,1086967,1018119,49.7
RU-KDA,Краснодарский край,Krasnodar crai,24.12.2021,2021-12-28,116975,94437,9677,3152741,2929127,51.2
RU-ORE,Оренбургская область,Orengburg oblast,24.12.2021,2021-12-28,107417,94171,3421,1006850,952242,59.3
RU-PNZ,Пензенская область,Penzensk oblast,24.12.2021,2021-12-28,100787,80384,4587,798072,755824,66.3
RU-PRI,Приморский край,Primorsk crai,24.12.2021,2021-12-28,100322,83957,1529,1022555,947714,54.9
RU-LEN,Ленинградская область,Leningrad oblast,24.12.2021,2021-12-28,100235,84104,2983,931139,867182,49.6
RU-VLG,Вологодская область,Vologodsk oblast,24.12.2021,2021-12-28,99149,89789,2924,564890,521037,61.6
RU-TVE,Тверская область,Tver oblast,24.12.2021,2021-12-28,97618,87207,2314,595404,566825,59.9
RU-KO,Республика Коми,Komi republic,24.12.2021,2021-12-28,96585,80412,2586,388061,364784,64.4
RU-BRY,Брянская область,Bryansk oblast,24.12.2021,2021-12-28,95668,90929,2832,590574,559996,63.5
RU-ZAB,Забайкальский край,Zabaikal crai,24.12.2021,2021-12-28,95376,83721,1806,620042,567644,69.0
RU-KHM,Ханты-Мансийский АО,Khanti-mansisk autonomous region,24.12.2021,2021-12-28,95213,88537,1958,924778,873722,58.6
RU-NVS,Новосибирская область,Novosibirsk oblast,24.12.2021,2021-12-28,93182,63283,4178,1460976,1354828,45.0
RU-MUR,Мурманская область,Murmansk oblast,24.12.2021,2021-12-28,91241,73857,2752,506078,480715,73.7
RU-KR,Республика Карелия,Karelia republic,24.12.2021,2021-12-28,89277,84704,1182,335530,316921,78.9
RU-TYU,Тюменская область,Tyumen oblast,24.12.2021,2021-12-28,89005,76952,3328,976680,915153,68.3
RU-YAR,Ярославская область,Yaroslav oblast,24.12.2021,2021-12-28,84623,73393,1832,575637,544422,51.6
RU-SMO,Смоленская область,Smolensk oblast,24.12.2021,2021-12-28,84283,69411,2338,426788,404848,60.2
RU-KEM,Кемеровская область,Kemerov oblast,24.12.2021,2021-12-28,83629,75126,1695,1245489,1154195,46.6
RU-LIP,Липецкая область,Lipetsk oblast,24.12.2021,2021-12-28,83348,76617,2761,687377,660308,74.4
RU-KRS,Курская область,Kursk oblast,24.12.2021,2021-12-28,81575,73899,2001,624042,597846,64.3
RU-KGD,Калининградская область,Kaliningrad oblast,24.12.2021,2021-12-28,81441,77906,1228,598829,570500,72.9
RU-BEL,Белгородская область,Belgorod oblast,24.12.2021,2021-12-28,80779,71260,1719,1119739,1074332,71.1
RU-AST,Астраханская область,Astrahan oblast,24.12.2021,2021-12-28,80409,72300,2375,511846,478467,63.7
RU-VLA,Владимирская область,Vladimir oblast,24.12.2021,2021-12-28,80310,64562,2910,576835,547054,47.0
RU-UD,Удмуртская Республика,Udmurt republic,24.12.2021,2021-12-28,78752,67386,3220,737082,688960,57.9
RU-KIR,Кировская область,Kirov oblast,24.12.2021,2021-12-28,78086,66779,741,696964,658192,53.6
RU-SA,Республика Саха (Якутия),Saha (Yakutia) republic,24.12.2021,2021-12-28,75651,71723,1775,514530,479376,63.1
RU-BU,Республика Бурятия,Buryatia republic,24.12.2021,2021-12-28,75549,70064,2391,564426,514354,67.2
RU-TUL,Тульская область,Tulsk oblast,24.12.2021,2021-12-28,74295,65541,4207,820750,783435,55.8
RU-PSK,Псковская область,Psokv oblast,24.12.2021,2021-12-28,70672,65774,1239,291335,273832,66.3
RU-ORL,Орловская область,Orlovsk oblast,24.12.2021,2021-12-28,69773,63695,1469,417459,392975,66.5
RU-IVA,Ивановская область,Ivanovsk oblast,24.12.2021,2021-12-28,67325,58734,2466,457864,433916,46.8
RU-DA,Республика Дагестан,Dagestan republic,24.12.2021,2021-12-28,65436,60037,3169,735215,677968,28.8
RU-NGR,Новгородская область,Novgorod oblast,24.12.2021,2021-12-28,64719,60734,749,291153,275150,66.0
RU-KLU,Калужская область,Kaluj oblast,24.12.2021,2021-12-28,64562,60356,1190,549804,511420,58.5
RU-YAN,Ямало-Ненецкий автономный округ,Yamalo-nenetski autonomous region,24.12.2021,2021-12-28,61651,56305,950,284888,272858,61.5
RU-TOM,Томская область,Tomsk oblast,24.12.2021,2021-12-28,61246,47504,669,521614,482120,46.1
RU-RYA,Рязанская область,Ryazan oblast,24.12.2021,2021-12-28,60948,56226,2454,550817,513826,53.4
